id,PastNegNeutral,id,model1,model2,pronoun,sentiment,text1,text2,verb_tense
162,PresPosPlural,162,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,The prices are great.,Their food.,Present
163,PastPosPlural,163,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,The servers were very nice and helpful.,"Informative , onions , onions onions , onions , onions.",Past
164,PresPosSingular,164,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,She gets maintained friendly.,The whole family is a great deal.,Present
165,PresNegSingular,165,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,It ' s not worth the drive.,Their food is awesome.,Present
166,PresNegSingular,166,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,Their burgers are closed outstanding solid way getting location before and i am received.,Why i am sorry for the price.,Present
167,PastPosSingular,167,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,She helped me out and did a great job.,Great dining experience and i loved.,Past
168,PastPosPlural,168,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,These guys were great.,We were great.,Past
169,PastPosNeutral,169,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,Was very happy with the results.,"Informative , and it.",Past
170,PastPosSingular,170,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,We got the best.,I really enjoyed the meal.,Past
171,PastNegNeutral,171,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,The trip.,Food was mediocre.,Past
172,PresPosPlural,172,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,The best.,They are so good.,Present
173,PastNegSingular,173,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,I did not have a reservation.,No stars flavor stars.,Past
174,PastPosPlural,174,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,The sides were great.,She said the.,Past
175,PastPosPlural,175,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,My nails look great.,Sorry much.,Past
176,PastPosPlural,176,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,The fried zucchini were good.,Packed informative.,Past
177,PastPosSingular,177,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,She gets the best.,Everything else was delicious.,Past
178,PresPosSingular,178,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,Annie is pretty good.,"Great service , i love the food.",Present
179,PastPosPlural,179,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,They were completely completely incredibly quick  quick came out of wings wings being fan kidding recent wife boyfriend boyfriend.,Thanks to yelp and we did not disappoint.,Past
180,PresPosPlural,180,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,The chips and salsa are delicious.,Thank you are closed.,Present
181,PresPosSingular,181,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,It is a good selection of the food.,Knowledgable recommend your time.,Present
182,PastPosSingular,182,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,The entire staff.,This was a great experience.,Past
183,PastPosPlural,183,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,The oysters were fresh and delicious.,They were completely doing half crap.,Past
184,PastNegPlural,184,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,My friends did not have any problems.,Our food came out of wings wings wings right of her her pleased.,Past
185,PastPosSingular,185,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,But it tasted.,The food was delicious.,Past
186,PastNegNeutral,186,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,Needless they were completely completely kidding  quick days came out of wings wings being renovated.,So we went there for a long time.,Past
187,PastNegSingular,187,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,"Sorry closed little , onions , onions , it.",There was no flavor and no flavor.,Past
188,PastNegPlural,188,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,All of all the girls were very rude.,Managers managers needless managers managers.,Past
189,PastPosPlural,189,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Veggie great.,The prices were great.,Past
190,PresNegSingular,190,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,But portions are super friendly friendly.,I doubt i will be back again.,Present
191,PastPosSingular,191,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,My wife was very happy with the results.,Our valley server desk desk boyfriend boyfriend husband husband husband s meal gets not worth it.,Past
192,PresPosSingular,192,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,Knowledgable knowledgable.,It is always fresh and delicious.,Present
193,PastNegNeutral,193,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,No one ever came back to me.,Were absolutely packed.,Past
194,PastNegNeutral,194,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,They gave me a 11 star.,No stars to say.,Past
195,PresNegNeutral,195,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,Recommend you are closed.,They charge $ 10 for a drink.,Present
196,PresPosSingular,196,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,The food is always fresh and delicious.,Well maintained maintained than enough denny s next next omelet omelet omelet recent boyfriend  second served recent recent recent.,Present
197,PastNegNeutral,197,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,I waited received the food.,But they did not have a smile.,Past
198,PresPosSingular,198,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,I am going.,And i love the food.,Present
199,PresPosSingular,199,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,This place.,I love the food here.,Present
200,PastNegSingular,200,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,No pasta was packed.,It was not that good either.,Past
201,PresPosNeutral,201,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,"Informative , the food was packed.",I am very happy with their results.,Present
202,PastPosPlural,202,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,She said our food.,The best we had in the area.,Past
203,PresNegPlural,203,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,Well much.,Prices are too high.,Present
204,PastNegSingular,204,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,The first time was amazing.,This was not a good experience.,Past
205,PastPosSingular,205,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,Service was fast and friendly.,I got a great job.,Past
206,PastNegNeutral,206,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,We were.,Was not that good.,Past
207,PresPosSingular,207,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,A great.,I love the food.,Present
208,PresPosSingular,208,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,Best in town.,This place is the best.,Present
209,PresPosSingular,209,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,She gets has stopped going to say.,All the food and service are great.,Present
210,PastNegNeutral,210,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,Got the same order wrong.,No flavor salad and.,Past
211,PastPosPlural,211,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Knowledgable day and cheese.,My fries were fresh and delicious.,Past
212,PresPosPlural,212,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Knowledgable day organized friendly.,The servers are very nice and friendly.,Present
213,PresNegPlural,213,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,These guys are dishonest.,"Rude , onions , onions , it.",Present
214,PresPosSingular,214,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,Well maintained maintained than average average ) almost fan of buffalo wings wings wings that makes feel spend mention neighborhood.,One of the best places i have ever had.,Present
215,PresPosSingular,215,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,It ' s is awesome.,But the food is always good.,Present
216,PresNegSingular,216,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,There is pretty much.,The food here is terrible.,Present
217,PastPosPlural,217,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,The chips and salsa were very good.,Needless to say the restaurant.,Past
218,PresPosSingular,218,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,She gets maintained friendly than average ).,Great place to go if you want to go.,Present
219,PresNegPlural,219,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,Worst wings i have ever had.,Needless say looks served served front desk desk desk  nothing desk patient minute tour guide guide knowledgeable efficient.,Present
220,PastPosNeutral,220,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,Tonight we were very impressed.,This was a great place to go to go.,Past
221,PresNegNeutral,221,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,They have lost a business.,Sorry than average.,Present
222,PastPosPlural,222,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,"Sorry , it.",We loved this place.,Past
223,PastPosSingular,223,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,She tasted bland.,And the food was delicious.,Past
224,PresPosSingular,224,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,I have a lot of them to eat here.,Great selection of the food.,Present
225,PresPosSingular,225,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,Food is good.,And it.,Present
226,PresNegPlural,226,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,We are not kidding.,There are.,Present
227,PresPosSingular,227,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,The food is awesome.,I highly recommend this place.,Present
228,PresPosNeutral,228,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,I always love coming here.,We have been to.,Present
229,PresNegSingular,229,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,Knowledgable kidding somewhere else else else done recently need renovated.,This place has a lot of food.,Present
230,PresPosPlural,230,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Some of.,Prices are great.,Present
231,PastNegNeutral,231,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,Our waitresses server recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent.,The chips and salsa were not good.,Past
232,PresPosNeutral,232,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,But it is.,They do a great job.,Present
233,PastPosPlural,233,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,We were all very pleased with our meals.,"Knowledgable managers professional , onions onions onions steak husband ' s s meal not worth it gets.",Past
234,PastPosSingular,234,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,The food and service was great.,Service was packed.,Past
235,PresPosNeutral,235,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,All of them are great.,The valley.,Present
236,PresPosPlural,236,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,The girls here are so nice and helpful.,Knowledgable knowledgable and it.,Present
237,PresPosPlural,237,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,So much to eat.,We always love the movies.,Present
238,PresNegPlural,238,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,Prices are not good.,I have ever.,Present
239,PresPosNeutral,239,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,And they are always so nice and helpful.,"Well maintained maintained sorry packed sorry  sorry served ; mention bartender attentive  informative patient , onions , onions.",Present
240,PresNegPlural,240,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,The employees are clueless.,The restaurant is always packed.,Present
241,PastPosNeutral,241,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,All they were very friendly and helpful.,Knowledgable knowledgable recommend you kidding me feel dog feel started started started guide knowledgeable.,Past
242,PresNegPlural,242,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,My neighbors are not clean.,They are closed doing half crap.,Present
243,PastPosSingular,243,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,Flavorful packed.,My family loved this place.,Past
244,PastNegSingular,244,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,This place was terrible.,No idea waited.,Past
245,PastNegSingular,245,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,First time i was not.,Chicken was chewy and chewy.,Past
246,PresNegNeutral,246,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,My kids are not even better.,Sorry they are closed.,Present
247,PresPosSingular,247,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,My daughter loves this place.,"Knowledgable , it.",Present
248,PastNegPlural,248,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,They got the same order wrong.,She said they are closed.,Past
249,PastNegPlural,249,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,The bathrooms were not clean.,The restaurant was not.,Past
250,PastPosPlural,250,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,The  was packed.,They were both delicious.,Past
251,PresPosSingular,251,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,And the staff is always friendly.,But bob is pretty good.,Present
252,PastPosNeutral,252,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,They were completely doing half crap mention yelp  sorry spinatos impressed ; s meal was packed too sweet.,The chips were fresh and salsa was good.,Past
253,PastPosSingular,253,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,All the food and service were great.,Disappointed and informative.,Past
254,PresNegPlural,254,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,This place is horrible.,No stars stars back.,Present
255,PastPosPlural,255,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,No idea.,Both were good.,Past
256,PastNegPlural,256,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,All of the entrees were very bland.,"However , onions , it was not.",Past
257,PastNegPlural,257,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,The people there were extremely rude.,Served brown rice rice spend mention yelp valley guide meal was packed.,Past
258,PastNegPlural,258,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,They were not even that busy.,There were doing half.,Past
259,PastNegPlural,259,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,There was packed.,The nurses were so rude.,Past
260,PastNegPlural,260,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,This used to be back again.,No stars even finish.,Past
261,PresPosNeutral,261,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,This place has great prices.,Bob is delicious.,Present
262,PresNegPlural,262,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,Their burgers are closed.,This place is disgusting.,Present
263,PastPosNeutral,263,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,Informative and informative loved it.,We were very happy with the service.,Past
264,PastNegSingular,264,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,My food was not good.,Lame and it.,Past
265,PastPosPlural,265,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,We were very happy with our experience.,"Professional , professional , onions , onions , it.",Past
266,PresNegSingular,266,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,"No flavor stars well maintained maintained maintained served needless  informative patient , onions , onions.","Needless to say , i am sorry.",Present
267,PresPosPlural,267,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,Thanks ladies.,I am.,Present
268,PresNegNeutral,268,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,They are not the best in the area.,Well maintained served served  sorry served served recent recent recent recent recent recent recent recent recent recent recent recent.,Present
269,PastPosNeutral,269,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,Got the flautas and they were so good.,Informative maintained incredibly friendly and cheese.,Past
270,PastPosSingular,270,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,"Pleasant , onions.",The food here was delicious.,Past
271,PresNegSingular,271,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,The chicken is dry and chewy.,Their burgers are closed packed  decent well maintained maintained knowledgeable maintained sorry packed sorry  sorry served ; mention.,Present
